name,repository,pkg_mng
s,https://github.com/cyrusimap/cyrus-sasl,chromebrew
jfrog,https://github.com/jfrog/jfrog-cli-go,chromebrew
py3_ebooklib,https://github.com/aerkalov/ebooklib,chromebrew
libass,https://github.com/libass/libass,chromebrew
fskit,https://github.com/jcnelson/fskit,chromebrew
zstd,https://github.com/facebook/zstd,chromebrew
xxd_standalone,https://github.com/vim/vim,chromebrew
llvm,https://github.com/llvm/llvm-project,chromebrew
miniconda3,https://raw.githubusercontent.com/conda/conda/4.5.11/README.rst,chromebrew
gnome_docking_library,https://github.com/GNOME/gdl,chromebrew
udeler,https://github.com/FaisalUmair/udemy-downloader-gui,chromebrew
flex,https://github.com/westes/flex,chromebrew
libexiv2,https://github.com/Exiv2/exiv2,chromebrew
py3_libxml2,https://gitlab.gnome.org/GNOME/libxml2,chromebrew
numactl,https://github.com/numactl/numactl,chromebrew
iperf3,https://github.com/esnet/iperf,chromebrew
popt,https://github.com/rpm-software-management/popt,chromebrew
mesa,https://gitlab.freedesktop.org/mesa/mesa,chromebrew
picom,https://github.com/yshui/picom,chromebrew
py3_future,https://github.com/PythonCharmers/python-future,chromebrew
py3_flask,https://github.com/pallets/flask,chromebrew
py3_urllib3,https://github.com/urllib3/urllib3,chromebrew
libnfs,https://github.com/sahlberg/libnfs,chromebrew
check,https://github.com/libcheck/check,chromebrew
py3_json2xml,https://github.com/vinitkumar/json2xml,chromebrew
inxi,https://github.com/smxi/inxi,chromebrew
hyphen,https://github.com/hunspell/hyphen,chromebrew
libx11,https://gitlab.freedesktop.org/xorg/lib/libx11,chromebrew
lsscsi,https://github.com/hreinecke/lsscsi,chromebrew
irssi,https://github.com/irssi/irssi,chromebrew
perl_unicode_linebreak,https://github.com/hatukanezumi/Unicode-LineBreak,chromebrew
py3_setuptools_rust,https://github.com/PyO3/setuptools-rust,chromebrew
pango,https://gitlab.gnome.org/GNOME/pango,chromebrew
jack,https://gitlab.gnome.org/GNOME/pango,chromebrew
macchanger,https://github.com/alobbs/macchanger,chromebrew
readline,https://github.com/alobbs/macchanger,chromebrew
yarn,https://github.com/yarnpkg/yarn,chromebrew
gnome_autoar,https://github.com/yarnpkg/yarn,chromebrew
pdftk,https://gitlab.com/pdftk-java/pdftk/-,chromebrew
py3_dbfread,https://github.com/olemb/dbfread,chromebrew
exa,https://github.com/ogham/exa,chromebrew
speexdsp,https://gitlab.xiph.org/xiph/speexdsp,chromebrew
libgphoto,https://gitlab.xiph.org/xiph/speexdsp,chromebrew
tmux,https://github.com/tmux/tmux,chromebrew
gnome_calculator,https://gitlab.gnome.org/GNOME/gnome-calculator,chromebrew
php81,https://gitlab.gnome.org/GNOME/gnome-calculator,chromebrew
sshuttle,https://github.com/sshuttle/sshuttle,chromebrew
azure_cli,https://github.com/Azure/azure-cli,chromebrew
scrot,https://github.com/resurrecting-open-source-projects/scrot,chromebrew
libnvme,https://github.com/linux-nvme/libnvme,chromebrew
fontforge,https://github.com/fontforge/fontforge,chromebrew
openexr,https://github.com/openexr/openexr,chromebrew
rdfind,https://github.com/pauldreik/rdfind,chromebrew
sane_frontends,https://gitlab.com/sane-project/frontends/-,chromebrew
exif,https://github.com/libexif/exif,chromebrew
hollywood,https://github.com/libexif/exif,chromebrew
ninja,https://github.com/ninja-build/ninja,chromebrew
peek,https://github.com/phw/peek,chromebrew
libwpe,https://github.com/phw/peek,chromebrew
pkgsrc,https://github.com/NetBSD/pkgsrc,chromebrew
gnome_klotski,https://github.com/NetBSD/pkgsrc,chromebrew
py3_magic,https://github.com/ahupp/python-magic,chromebrew
networkmanager,https://github.com/ahupp/python-magic,chromebrew
py3_typing_extensions,https://github.com/python/typing,chromebrew
libva_utils,https://github.com/python/typing,chromebrew
ruby_docopt,https://github.com/docopt/docopt.rb,chromebrew
gyp_next,https://github.com/nodejs/gyp-next,chromebrew
zopfli,https://github.com/google/zopfli,chromebrew
gnome_tweaks,https://gitlab.gnome.org/GNOME/gnome-tweaks,chromebrew
kubectl,https://github.com/kubernetes/kubernetes,chromebrew
fftw,https://github.com/kubernetes/kubernetes,chromebrew
geoip,https://github.com/maxmind/geoip-api-c,chromebrew
squashfuse,https://github.com/vasi/squashfuse,chromebrew
py3_zipp,https://github.com/jaraco/zipp,chromebrew
graphene,https://github.com/ebassi/graphene,chromebrew
geocode_glib,https://github.com/GNOME/geocode-glib,chromebrew
nvm,https://github.com/nvm-sh/nvm,chromebrew
ffmpegthumbnailer,https://github.com/dirkvdb/ffmpegthumbnailer,chromebrew
py2_pip,https://github.com/pypa/pip,chromebrew
balena_etcher,https://github.com/pypa/pip,chromebrew
libyaml,https://github.com/yaml/libyaml,chromebrew
kore,https://github.com/jorisvink/kore,chromebrew
consolekit,https://github.com/jorisvink/kore,chromebrew
py3_pyudev,https://github.com/pyudev/pyudev,chromebrew
doxygen,https://github.com/doxygen/doxygen,chromebrew
cras,https://github.com/doxygen/doxygen,chromebrew
libsdl2,https://github.com/libsdl-org/SDL,chromebrew
vulkan_icd_loader,https://github.com/KhronosGroup/Vulkan-Loader,chromebrew
jasper,https://github.com/jasper-software/jasper,chromebrew
brackets,https://github.com/adobe/brackets,chromebrew
py3_wheel,https://github.com/pypa/wheel,chromebrew
shmux,https://github.com/shmux/shmux,chromebrew
py3_pyyaml,https://github.com/yaml/pyyaml,chromebrew
od1n,https://github.com/CoolerVoid/0d1n,chromebrew
xorg_lib,https://github.com/CoolerVoid/0d1n,chromebrew
wxformbuilder,https://github.com/wxFormBuilder/wxFormBuilder,chromebrew
py3_click,https://github.com/pallets/click,chromebrew
libhandy,https://gitlab.gnome.org/GNOME/libhandy,chromebrew
libgudev,https://github.com/GNOME/libgudev,chromebrew
sane_backends,https://gitlab.com/sane-project/backends/uploads/104f09c07d35519cc8e72e604f11643f/sane-backends-1.0.32.tar.gz,chromebrew
libcyrussasl,https://github.com/cyrusimap/cyrus-sasl,chromebrew
progress,https://github.com/Xfennec/progress,chromebrew
libvisual_plugins,https://github.com/Libvisual/libvisual,chromebrew
py3_typogrify,https://github.com/mintchaos/typogrify,chromebrew
owl,https://github.com/aoh/owl-lisp,chromebrew
telegram,https://github.com/telegramdesktop/tdesktop,chromebrew
libpsl,https://github.com/telegramdesktop/tdesktop,chromebrew
antlr4,https://raw.githubusercontent.com/antlr/antlr4/4.7.1/README.md,chromebrew
musl_libbacktrace,https://github.com/ianlancetaylor/libbacktrace,chromebrew
eigen,https://gitlab.com/libeigen/eigen/-,chromebrew
gjs,https://gitlab.gnome.org/GNOME/gjs,chromebrew
p11kit,https://github.com/p11-glue/p11-kit,chromebrew
musl_zstd,https://github.com/facebook/zstd,chromebrew
wxwidgets31,https://github.com/wxWidgets/wxWidgets,chromebrew
py3_agate,https://github.com/wireservice/agate,chromebrew
musl_xz,https://github.com/xz-mirror/xz,chromebrew
flif,https://github.com/FLIF-hub/FLIF,chromebrew
smartmontools,https://github.com/smartmontools/smartmontools,chromebrew
translate_shell,https://github.com/soimort/translate-shell,chromebrew
py3_jinja2,https://github.com/pallets/jinja,chromebrew
commacd,https://github.com/shyiko/commacd,chromebrew
libxml2,https://gitlab.gnome.org/GNOME/libxml2/-,chromebrew
tracker3_miners,https://gitlab.gnome.org/GNOME/libxml2/-,chromebrew
nautilus,https://gitlab.gnome.org/GNOME/nautilus,chromebrew
ruby,https://github.com/ruby/ruby,chromebrew
gvim,https://github.com/vim/vim,chromebrew
telepathy_glib,https://github.com/vim/vim,chromebrew
bash_completion,https://github.com/scop/bash-completion,chromebrew
sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser,chromebrew
libdrm,https://gitlab.freedesktop.org/mesa/drm,chromebrew
tint2,https://gitlab.com/o9000/tint2/-,chromebrew
exfatprogs,https://github.com/exfatprogs/exfatprogs,chromebrew
janet,https://github.com/janet-lang/janet,chromebrew
recode,https://github.com/pinard/Recode,chromebrew
aws_shell,https://github.com/awslabs/aws-shell,chromebrew
py3_packaging,https://github.com/pypa/packaging,chromebrew
xorg_server,https://gitlab.freedesktop.org/xorg/xserver,chromebrew
docbook_xsl_nons,https://gitlab.freedesktop.org/xorg/xserver,chromebrew
sord,https://github.com/drobilla/sord,chromebrew
vtable_dumper,https://github.com/lvc/vtable-dumper,chromebrew
libewf,https://github.com/libyal/libewf,chromebrew
fuse2,https://github.com/libyal/libewf,chromebrew
tepl_5,https://gitlab.gnome.org/Archive/tepl,chromebrew
openlibm,https://github.com/JuliaMath/openlibm,chromebrew
libva_intel_driver_hybrid,https://github.com/intel/intel-vaapi-driver,chromebrew
clmystery,https://github.com/veltman/clmystery,chromebrew
b2,https://github.com/boostorg/build,chromebrew
xzutils,https://github.com/xz-mirror/xz,chromebrew
natron,https://github.com/NatronGitHub/Natron,chromebrew
xorg_proto,https://gitlab.freedesktop.org/xorg/proto/xorgproto,chromebrew
py3_text_unidecode,https://github.com/kmike/text-unidecode,chromebrew
webrtc_audio_processing,https://gitlab.freedesktop.org/pulseaudio/webrtc-audio-processing/-,chromebrew
ndctl,https://github.com/pmem/ndctl,chromebrew
tre,https://github.com/laurikari/tre,chromebrew
cracklib,https://github.com/cracklib/cracklib,chromebrew
linux_pam,https://github.com/linux-pam/linux-pam,chromebrew
py3_parsedatetime,https://github.com/bear/parsedatetime,chromebrew
freecad,https://github.com/FreeCAD/FreeCAD,chromebrew
gtksourceview_5,https://gitlab.gnome.org/GNOME/gtksourceview,chromebrew
py3_idna,https://github.com/kjd/idna,chromebrew
musl_toolchain,https://github.com/kjd/idna,chromebrew
py3_configparser,https://github.com/jaraco/configparser,chromebrew
py3_imapclient,https://github.com/mjs/imapclient,chromebrew
duktape,https://github.com/mjs/imapclient,chromebrew
pygobject,https://gitlab.gnome.org/GNOME/pygobject,chromebrew
libtinfo,https://github.com/mirror/ncurses,chromebrew
glm,https://github.com/g-truc/glm,chromebrew
py3_cython,https://github.com/cython/cython,chromebrew
csvkit,https://github.com/wireservice/csvkit,chromebrew
urlwatch,https://github.com/thp/urlwatch,chromebrew
xdotool,https://github.com/jordansissel/xdotool,chromebrew
premake,https://github.com/premake/premake-core,chromebrew
musl_libucontext,https://github.com/kaniini/libucontext,chromebrew
musl_lz4,https://github.com/lz4/lz4,chromebrew
funny_manpages,https:///github.com/ltworf/funny-manpages,chromebrew
ansible,https://github.com/ansible/ansible,chromebrew
nitrogen,https://github.com/l3ib/nitrogen,chromebrew
libstrophe,https://github.com/strophe/libstrophe,chromebrew
py3_dnspython,https://github.com/rthalley/dnspython,chromebrew
youtube_dl,https://github.com/ytdl-org/youtube-dl,chromebrew
tig,https://github.com/jonas/tig,chromebrew
words,https://github.com/saltedcoffii/words,chromebrew
py3_mako,https://github.com/sqlalchemy/mako,chromebrew
meson,https://github.com/mesonbuild/meson,chromebrew
v2ray,https://github.com/v2ray/v2ray-core,chromebrew
pipesx_sh,https://github.com/pipeseroni/pipesX.sh,chromebrew
py3_sphinxcontrib_qthelp,https://github.com/sphinx-doc/sphinxcontrib-qthelp,chromebrew
py3_sphinxcontrib_applehelp,https://github.com/sphinx-doc/sphinxcontrib-applehelp,chromebrew
btrfsprogs,https://github.com/kdave/btrfs-progs,chromebrew
bdwgc,https://github.com/ivmai/bdwgc,chromebrew
shotcut,https://github.com/mltframework/shotcut,chromebrew
jsoncpp,https://github.com/open-source-parsers/jsoncpp,chromebrew
sshrc,https://github.com/Russell91/sshrc,chromebrew
wayland,https://gitlab.freedesktop.org/wayland/wayland,chromebrew
avahi,https://github.com/lathiat/avahi,chromebrew
asciinema,https://github.com/asciinema/asciinema,chromebrew
py3_pyelftools,https://github.com/eliben/pyelftools,chromebrew
papirus_icon_theme,https://github.com/PapirusDevelopmentTeam/papirus-icon-theme,chromebrew
teams,https://github.com/PapirusDevelopmentTeam/papirus-icon-theme,chromebrew
obs,https://github.com/obsproject/obs-studio,chromebrew
libpstat,https://github.com/jcnelson/libpstat,chromebrew
rng_tools,https://github.com/nhorman/rng-tools,chromebrew
avocado_framework,https://github.com/avocado-framework/avocado,chromebrew
patchelf,https://github.com/NixOS/patchelf,chromebrew
libwacom,https://github.com/linuxwacom/libwacom,chromebrew
py3_pdfminer_six,https://github.com/pdfminer/pdfminer.six,chromebrew
libvdpau,https://gitlab.freedesktop.org/vdpau/libvdpau/-,chromebrew
libva,https://github.com/intel/libva,chromebrew
keybase,https://github.com/keybase/client,chromebrew
intel_media_driver,https://github.com/intel/media-driver,chromebrew
ccl,https://github.com/Clozure/ccl,chromebrew
sngrep,https://github.com/irontec/sngrep,chromebrew
binclock,https://github.com/JohnAnthony/Binary-Clock,chromebrew
libpipeline,https://github.com/JohnAnthony/Binary-Clock,chromebrew
qpdf,https://github.com/qpdf/qpdf,chromebrew
nettle,https://github.com/qpdf/qpdf,chromebrew
vim,https://github.com/vim/vim,chromebrew
darktable,https://github.com/darktable-org/darktable,chromebrew
jdk,https://github.com/darktable-org/darktable,chromebrew
py3_yamllint,https://github.com/adrienverge/yamllint,chromebrew
avisynthplus,https://github.com/AviSynth/AviSynthPlus,chromebrew
devil,https://github.com/DentonW/DevIL,chromebrew
vala,https://gitlab.gnome.org/GNOME/vala,chromebrew
pixz,https://github.com/vasi/pixz,chromebrew
nodebrew,https://github.com/vasi/pixz,chromebrew
libstemmer,https://github.com/zvelo/libstemmer,chromebrew
pipes_sh,https://github.com/pipeseroni/pipes.sh,chromebrew
ag,https://github.com/ggreer/the_silver_searcher,chromebrew
s3cmd,https://github.com/s3tools/s3cmd,chromebrew
libcroco,https://github.com/s3tools/s3cmd,chromebrew
sratom,https://github.com/lv2/sratom,chromebrew
radare2,https://github.com/radare/radare2,chromebrew
minizip,https://github.com/radare/radare2,chromebrew
py3_chardet,https://github.com/chardet/chardet,chromebrew
selenium_server_standalone,https://raw.githubusercontent.com/SeleniumHQ/selenium/selenium-3.11.0/README.md,chromebrew
dstat,https://github.com/dagwieers/dstat,chromebrew
libvncserver,https://github.com/dagwieers/dstat,chromebrew
gtk4,https://gitlab.gnome.org/GNOME/gtk,chromebrew
libgit2,https://github.com/libgit2/libgit2,chromebrew
a52,https://github.com/libgit2/libgit2,chromebrew
cowsay,https://github.com/tnalpgge/rank-amateur-cowsay,chromebrew
webkit2gtk,https://github.com/tnalpgge/rank-amateur-cowsay,chromebrew
go_fetch,https://github.com/gruntwork-io/fetch,chromebrew
q,https://github.com/harelba/q,chromebrew
docbook_xml44,https://github.com/harelba/q,chromebrew
libimagequant,https://github.com/harelba/q,chromebrew
ledger,https://github.com/ledger/ledger,chromebrew
docbook_xml43,https://github.com/ledger/ledger,chromebrew
libinstpatch,https://github.com/swami/libinstpatch,chromebrew
sejda_console,https://github.com/torakiki/sejda,chromebrew
tbb,https://github.com/oneapi-src/oneTBB,chromebrew
libmypaint,https://github.com/mypaint/libmypaint,chromebrew
micro,https://github.com/zyedidia/micro,chromebrew
sxhkd,https://github.com/baskerville/sxhkd,chromebrew
py3_pycryptodome,https://github.com/Legrandin/pycryptodome,chromebrew
py3_ldap3,https://github.com/cannatag/ldap3,chromebrew
py3_requests,https://github.com/psf/requests,chromebrew
dbeaver,https://github.com/psf/requests,chromebrew
cloog,https://github.com/periscop/cloog,chromebrew
py3_wcwidth,https://github.com/jquast/wcwidth,chromebrew
rlottie,https://github.com/jquast/wcwidth,chromebrew
py3_pptx,https://github.com/scanny/python-pptx,chromebrew
php73,https://github.com/scanny/python-pptx,chromebrew
gnome_maps,https://github.com/scanny/python-pptx,chromebrew
parallel,https://github.com/scanny/python-pptx,chromebrew
gox,https://github.com/mitchellh/gox,chromebrew
py3_sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,chromebrew
xwayland,https://gitlab.freedesktop.org/xorg/xserver,chromebrew
libgrss,https://gitlab.gnome.org/GNOME/libgrss/-,chromebrew
openssh,https://github.com/openssh/openssh-portable,chromebrew
gphoto,https://github.com/gphoto/gphoto2,chromebrew
fish,https://github.com/fish-shell/fish-shell,chromebrew
stow,https://github.com/fish-shell/fish-shell,chromebrew
kwiml,https://gitlab.kitware.com/utils/kwiml/-,chromebrew
vagrant,https://github.com/hashicorp/vagrant,chromebrew
chruby,https://github.com/postmodern/chruby,chromebrew
py3_retrying,https://github.com/rholder/retrying,chromebrew
webkit2gtk_5,https://github.com/rholder/retrying,chromebrew
evolution_data_server,https://gitlab.gnome.org/GNOME/evolution-data-server,chromebrew
libspatialindex,https://github.com/libspatialindex/libspatialindex,chromebrew
powerline_fonts,https://github.com/powerline/fonts,chromebrew
jp2a,https://github.com/powerline/fonts,chromebrew
fswatch,https://github.com/emcrisostomo/fswatch,chromebrew
masscan,https://github.com/robertdavidgraham/masscan,chromebrew
compressdoc,https://github.com/saltedcoffii/compressdoc,chromebrew
ilmbase,https://github.com/openexr/openexr,chromebrew
keepassxc,https://github.com/keepassxreboot/keepassxc,chromebrew
gnome_terminal,https://gitlab.gnome.org/GNOME/gnome-terminal,chromebrew
openvr,https://github.com/ValveSoftware/openvr,chromebrew
kbfsgit,https://github.com/keybase/kbfs,chromebrew
aha,https://github.com/theZiz/aha,chromebrew
asciidoc,https://github.com/theZiz/aha,chromebrew
youtubedl,https://github.com/theZiz/aha,chromebrew
musl_ncurses,https://github.com/mirror/ncurses,chromebrew
py3_pathspec,https://github.com/cpburnz/python-path-specification,chromebrew
sleuthkit,https://github.com/sleuthkit/sleuthkit,chromebrew
libvpx,https://github.com/sleuthkit/sleuthkit,chromebrew
gedit,https://gitlab.gnome.org/GNOME/gedit,chromebrew
tidy,https://github.com/htacg/tidy-html5,chromebrew
py3_pycairo,https://github.com/pygobject/pycairo,chromebrew
pycairo,https://github.com/pygobject/pycairo,chromebrew
hub,https://github.com/pygobject/pycairo,chromebrew
hunspell_base,https://github.com/hunspell/hunspell,chromebrew
sqlmap,https://github.com/sqlmapproject/sqlmap,chromebrew
spirv_tools,https://github.com/KhronosGroup/SPIRV-Tools,chromebrew
cmatrix,https://github.com/abishekvashok/cmatrix,chromebrew
utf8proc,https://github.com/JuliaStrings/utf8proc,chromebrew
gittools,https://github.com/internetwache/GitTools,chromebrew
chibi_scheme,https://github.com/ashinn/chibi-scheme,chromebrew
libfmt,https://github.com/fmtlib/fmt,chromebrew
fribidi,https://github.com/fribidi/fribidi,chromebrew
