name,repository,pkg_mng
httpkit,https://github.com/tulayang/httpkit,nimble
simple_graph,https://github.com/erhlee-bird/simple_graph,nimble
sph,https://github.com/aidansteele/sph,nimble
json_rpc,https://github.com/status-im/nim-json-rpc,nimble
ytextractor,https://github.com/thisago/ytextractor,nimble
pipe,https://github.com/CosmicToast/pipe,nimble
uncomment,https://github.com/hamidb80/uncomment,nimble
protobuf,https://github.com/PMunch/protobuf-nim,nimble
loco,https://github.com/moigagoo/loco,nimble
libcurl,https://github.com/Araq/libcurl,nimble
nimes,https://github.com/def-/nimes,nimble
nimongo,https://github.com/SSPkrolik/nimongo,nimble
uspokoysa,https://github.com/ioplker/uspokoysa,nimble
subnet,https://github.com/jiro4989/subnet,nimble
openexchangerates,https://github.com/juancarlospaco/nim-openexchangerates,nimble
termui,https://github.com/jjv360/nim-termui,nimble
scinim,https://github.com/SciNim/scinim,nimble
glew,https://github.com/jyapayne/nim-glew,nimble
hashids,https://github.com/achesak/nim-hashids,nimble
nimwebp,https://github.com/tormund/nimwebp,nimble
oculus,https://github.com/nimious/oculus,nimble
nish,https://github.com/owlinux1000/nish,nimble
primme,https://github.com/jxy/primme,nimble
argon2,https://github.com/Ahrotahn/argon2,nimble
nimwave,https://github.com/ansiwave/nimwave,nimble
nimlz4,https://github.com/dfdeshom/nimlz4,nimble
basic2d,https://github.com/nim-lang/basic2d,nimble
wxnim,https://github.com/PMunch/wxnim,nimble
cliptomania,https://github.com/Guevara-chan/Cliptomania,nimble
lc,https://github.com/c-blake/lc,nimble
bcra,https://github.com/juancarlospaco/nim-bcra,nimble
AstroNimy,https://github.com/super-massive-black-holes/AstroNimy,nimble
currying,https://github.com/t8m8/currying,nimble
prettystr,https://github.com/prettybauble/prettystr,nimble
spdk,https://github.com/nimscale/spdk,nimble
nimnews,https://github.com/mildred/nimnews,nimble
sue,https://github.com/theAkito/sue,nimble
fugitive,https://github.com/haltcase/fugitive,nimble
benchy,https://github.com/treeform/benchy,nimble
exporttosqlite3,https://github.com/niklaskorz/nim-exporttosqlite3,nimble
tnetstring,https://github.com/mahlonsmith/nim-tnetstring,nimble
snappy,https://github.com/status-im/nim-snappy,nimble
libssh,https://github.com/dariolah/libssh-nim,nimble
values,https://github.com/nim-appkit/values,nimble
argon2_highlevel,https://github.com/termermc/argon2-highlevel,nimble
nimsvg,https://github.com/bluenote10/NimSvg,nimble
sam,https://github.com/OpenSystemsLab/sam.nim,nimble
choosenim,https://github.com/dom96/choosenim,nimble
nimcmaes,https://github.com/zevv/nimcmaes,nimble
smoothing,https://github.com/paulnorrie/smoothing,nimble
biblioteca_guarrilla,https://github.com/juancarlospaco/biblioteca-guarrilla,nimble
jesterjson,https://github.com/JohnAD/jesterjson,nimble
shlex,https://github.com/SolitudeSF/shlex,nimble
db_presto,https://github.com/Bennyelg/nimPresto,nimble
nimviz,https://github.com/Rekihyt/nimviz,nimble
schedules,https://github.com/soasme/nim-schedules,nimble
alignment,https://github.com/jiro4989/alignment,nimble
shaname,https://github.com/Torro/nimble-packages?subdir=shaname,nimble
dropbox_filename_sanitizer,https://github.com/Araq/dropbox_filename_sanitizer/,nimble
pdcurses,https://github.com/lcrees/pdcurses,nimble
stint,https://github.com/status-im/nim-stint,nimble
nimna,https://github.com/mjendrusch/nimna,nimble
gcplat,https://github.com/disruptek/gcplat,nimble
nap,https://github.com/madprops/nap,nimble
excelin,https://github.com/mashingan/excelin,nimble
bigints,https://github.com/nim-lang/bigints,nimble
variantkey,https://github.com/brentp/variantkey-nim,nimble
owoifynim,https://github.com/deadshot465/owoifynim,nimble
iup,https://github.com/nim-lang/iup,nimble
db,https://github.com/jlp765/db,nimble
golib,https://github.com/stefantalpalaru/golib-nim,nimble
tokarax,https://github.com/thisago/tokarax,nimble
pythonize,https://github.com/marcoapintoo/nim-pythonize,nimble
leveldb,https://github.com/zielmicha/leveldb.nim,nimble
lazy_rest,https://github.com/Araq/lazy_rest,nimble
lmdb,https://github.com/FedericoCeratto/nim-lmdb,nimble
Blackvas,https://github.com/momeemt/Blackvas,nimble
sdl2_nim,https://github.com/Vladar4/sdl2_nim,nimble
resultsutils,https://github.com/nonnil/resultsutils,nimble
stage,https://github.com/bung87/stage,nimble
chronicles,https://github.com/status-im/nim-chronicles,nimble
sayhissatsuwaza,https://github.com/jiro4989/sayhissatsuwaza,nimble
nimbug,https://github.com/juancarlospaco/nimbug,nimble
loopfusion,https://github.com/numforge/loopfusion,nimble
nimBMP,https://github.com/jangko/nimBMP,nimble
gintro,https://github.com/stefansalewski/gintro,nimble
tim,https://github.com/openpeep/tim,nimble
nimbomb,https://github.com/Tyler-Yocolano/nimbomb,nimble
distributions,https://github.com/ayman-albaz/distributions,nimble
flippy,https://github.com/treeform/flippy,nimble
markx,https://github.com/jiro4989/markx,nimble
combparser,https://github.com/PMunch/combparser,nimble
fileinput,https://github.com/achesak/nim-fileinput,nimble
jnim,https://github.com/yglukhov/jnim,nimble
nordaudio,https://github.com/Psirus/nordaudio,nimble
nimpb_protoc,https://github.com/oswjk/nimpb_protoc,nimble
rdgui,https://github.com/liquid600pgm/rdgui,nimble
csfml,https://github.com/oprypin/nim-csfml,nimble
libssh2,https://github.com/ba0f3/libssh2.nim,nimble
extmath,https://github.com/achesak/extmath.nim,nimble
rconv,https://github.com/prefixaut/rconv,nimble
nodesnim,https://github.com/Ethosa/nodesnim,nimble
gtk2,https://github.com/nim-lang/gtk2,nimble
dogapi_cli,https://github.com/thechampagne/dogapi-cli,nimble
nimssh2,https://github.com/genotrance/nimssh2,nimble
packedjson,https://github.com/Araq/packedjson,nimble
fidget,https://github.com/treeform/fidget,nimble
the_nim_alliance,https://github.com/tervay/the-nim-alliance,nimble
htmlAntiCopy,https://github.com/thisago/htmlAntiCopy,nimble
github,https://github.com/disruptek/github,nimble
cittadino,https://github.com/makingspace/cittadino,nimble
nimgit2,https://github.com/genotrance/nimgit2,nimble
nim_curry,https://github.com/zer0-star/nim-curry,nimble
grp,https://github.com/achesak/nim-grp,nimble
blosc,https://github.com/Vindaar/nblosc,nimble
vmprotect,https://github.com/ba0f3/vmprotect.nim,nimble
oolib,https://github.com/Glasses-Neo/OOlib,nimble
tissue,https://github.com/genotrance/tissue,nimble
bgfxdotnim,https://github.com/zacharycarter/bgfx.nim,nimble
terminaltables,https://github.com/xmonader/nim-terminaltables,nimble
klymene,https://github.com/georgelemon/clymene,nimble
compiler,https://github.com/nim-lang/Nim,nimble
